manufacturer_name,year_content,fleet,fuel_efficiency,volume,source,source_detail,source_url
FORD,81,81OT4,15.7,99886,NHTSA (2010),US DOT NHTSA (2010) October 2010 Summary of Fuel Economy Performance,http://www.nhtsa.gov/staticfiles/rulemaking/pdf/cafe/Oct2010_Summary_Report.pdf
FORD,81,81IP,35.2,2817,NHTSA (2010),US DOT NHTSA (2010) October 2010 Summary of Fuel Economy Performance,http://www.nhtsa.gov/staticfiles/rulemaking/pdf/cafe/Oct2010_Summary_Report.pdf
FORD,81,81IT2,26.2,75833,NHTSA (2010),US DOT NHTSA (2010) October 2010 Summary of Fuel Economy Performance,http://www.nhtsa.gov/staticfiles/rulemaking/pdf/cafe/Oct2010_Summary_Report.pdf
GM,81,81DP,23.8,4003568,NHTSA (2010),US DOT NHTSA (2010) October 2010 Summary of Fuel Economy Performance,http://www.nhtsa.gov/staticfiles/rulemaking/pdf/cafe/Oct2010_Summary_Report.pdf
GM,81,81OT2,18.9,494118,NHTSA (2010),US DOT NHTSA (2010) October 2010 Summary of Fuel Economy Performance,http://www.nhtsa.gov/staticfiles/rulemaking/pdf/cafe/Oct2010_Summary_Report.pdf
GM,81,81OT4,16.8,72088,NHTSA (2010),US DOT NHTSA (2010) October 2010 Summary of Fuel Economy Performance,http://www.nhtsa.gov/staticfiles/rulemaking/pdf/cafe/Oct2010_Summary_Report.pdf
GM,81,81IT2,30,43690,NHTSA (2010),US DOT NHTSA (2010) October 2010 Summary of Fuel Economy Performance,http://www.nhtsa.gov/staticfiles/rulemaking/pdf/cafe/Oct2010_Summary_Report.pdf
GM,81,81IT4,26.1,18560,NHTSA (2010),US DOT NHTSA (2010) October 2010 Summary of Fuel Economy Performance,http://www.nhtsa.gov/staticfiles/rulemaking/pdf/cafe/Oct2010_Summary_Report.pdf
HONDA,81,81IP,31.6,396375,NHTSA (2010),US DOT NHTSA (2010) October 2010 Summary of Fuel Economy Performance,http://www.nhtsa.gov/staticfiles/rulemaking/pdf/cafe/Oct2010_Summary_Report.pdf
ISUZU,81,81IP,35.6,19045,NHTSA (2010),US DOT NHTSA (2010) October 2010 Summary of Fuel Economy Performance,http://www.nhtsa.gov/staticfiles/rulemaking/pdf/cafe/Oct2010_Summary_Report.pdf
ISUZU,81,81OT2,32.9,11037,NHTSA (2010),US DOT NHTSA (2010) October 2010 Summary of Fuel Economy Performance,http://www.nhtsa.gov/staticfiles/rulemaking/pdf/cafe/Oct2010_Summary_Report.pdf
ISUZU,81,81OT4,28.2,3991,NHTSA (2010),US DOT NHTSA (2010) October 2010 Summary of Fuel Economy Performance,http://www.nhtsa.gov/staticfiles/rulemaking/pdf/cafe/Oct2010_Summary_Report.pdf
JAGUAR,81,81IP,19,3576,NHTSA (2010),US DOT NHTSA (2010) October 2010 Summary of Fuel Economy Performance,http://www.nhtsa.gov/staticfiles/rulemaking/pdf/cafe/Oct2010_Summary_Report.pdf
MAZDA,81,81IP,31.9,173546,NHTSA (2010),US DOT NHTSA (2010) October 2010 Summary of Fuel Economy Performance,http://www.nhtsa.gov/staticfiles/rulemaking/pdf/cafe/Oct2010_Summary_Report.pdf
MAZDA,81,81OT2,30.9,19774,NHTSA (2010),US DOT NHTSA (2010) October 2010 Summary of Fuel Economy Performance,http://www.nhtsa.gov/staticfiles/rulemaking/pdf/cafe/Oct2010_Summary_Report.pdf
MERCEDES,81,81IP,26.3,54134,NHTSA (2010),US DOT NHTSA (2010) October 2010 Summary of Fuel Economy Performance,http://www.nhtsa.gov/staticfiles/rulemaking/pdf/cafe/Oct2010_Summary_Report.pdf
NISSAN,81,81IP,31.4,486417,NHTSA (2010),US DOT NHTSA (2010) October 2010 Summary of Fuel Economy Performance,http://www.nhtsa.gov/staticfiles/rulemaking/pdf/cafe/Oct2010_Summary_Report.pdf
NISSAN,81,81OT2,30,77751,NHTSA (2010),US DOT NHTSA (2010) October 2010 Summary of Fuel Economy Performance,http://www.nhtsa.gov/staticfiles/rulemaking/pdf/cafe/Oct2010_Summary_Report.pdf
NISSAN,81,81OT4,23.2,30184,NHTSA (2010),US DOT NHTSA (2010) October 2010 Summary of Fuel Economy Performance,http://www.nhtsa.gov/staticfiles/rulemaking/pdf/cafe/Oct2010_Summary_Report.pdf
PEUGEOT,81,81IP,28.7,15765,NHTSA (2010),US DOT NHTSA (2010) October 2010 Summary of Fuel Economy Performance,http://www.nhtsa.gov/staticfiles/rulemaking/pdf/cafe/Oct2010_Summary_Report.pdf
ROLLS ROYCE,81,81IP,11.2,1000,NHTSA (2010),US DOT NHTSA (2010) October 2010 Summary of Fuel Economy Performance,http://www.nhtsa.gov/staticfiles/rulemaking/pdf/cafe/Oct2010_Summary_Report.pdf
SAAB,81,81IP,24.1,7895,NHTSA (2010),US DOT NHTSA (2010) October 2010 Summary of Fuel Economy Performance,http://www.nhtsa.gov/staticfiles/rulemaking/pdf/cafe/Oct2010_Summary_Report.pdf
SUBARU,81,81IP,32,155833,NHTSA (2010),US DOT NHTSA (2010) October 2010 Summary of Fuel Economy Performance,http://www.nhtsa.gov/staticfiles/rulemaking/pdf/cafe/Oct2010_Summary_Report.pdf
SUZUKI,81,81OT4,25.2,812,NHTSA (2010),US DOT NHTSA (2010) October 2010 Summary of Fuel Economy Performance,http://www.nhtsa.gov/staticfiles/rulemaking/pdf/cafe/Oct2010_Summary_Report.pdf
TOYOTA,81,81IP,31.8,580215,NHTSA (2010),US DOT NHTSA (2010) October 2010 Summary of Fuel Economy Performance,http://www.nhtsa.gov/staticfiles/rulemaking/pdf/cafe/Oct2010_Summary_Report.pdf
TOYOTA,81,81OT2,27.6,86424,NHTSA (2010),US DOT NHTSA (2010) October 2010 Summary of Fuel Economy Performance,http://www.nhtsa.gov/staticfiles/rulemaking/pdf/cafe/Oct2010_Summary_Report.pdf
TOYOTA,81,81OT4,23.9,45204,NHTSA (2010),US DOT NHTSA (2010) October 2010 Summary of Fuel Economy Performance,http://www.nhtsa.gov/staticfiles/rulemaking/pdf/cafe/Oct2010_Summary_Report.pdf
VOLVO,81,81IP,22.9,56716,NHTSA (2010),US DOT NHTSA (2010) October 2010 Summary of Fuel Economy Performance,http://www.nhtsa.gov/staticfiles/rulemaking/pdf/cafe/Oct2010_Summary_Report.pdf
VW,81,81IP,35.2,283461,NHTSA (2010),US DOT NHTSA (2010) October 2010 Summary of Fuel Economy Performance,http://www.nhtsa.gov/staticfiles/rulemaking/pdf/cafe/Oct2010_Summary_Report.pdf
VW,81,81OT2,30.4,49754,NHTSA (2010),US DOT NHTSA (2010) October 2010 Summary of Fuel Economy Performance,http://www.nhtsa.gov/staticfiles/rulemaking/pdf/cafe/Oct2010_Summary_Report.pdf
ALFA-ROMEO,82,82IP,25,2610,NHTSA (2010),US DOT NHTSA (2010) October 2010 Summary of Fuel Economy Performance,http://www.nhtsa.gov/staticfiles/rulemaking/pdf/cafe/Oct2010_Summary_Report.pdf
AMC,82,82DP,25,57086,NHTSA (2010),US DOT NHTSA (2010) October 2010 Summary of Fuel Economy Performance,http://www.nhtsa.gov/staticfiles/rulemaking/pdf/cafe/Oct2010_Summary_Report.pdf
AMC,82,82OT2,23.7,10963,NHTSA (2010),US DOT NHTSA (2010) October 2010 Summary of Fuel Economy Performance,http://www.nhtsa.gov/staticfiles/rulemaking/pdf/cafe/Oct2010_Summary_Report.pdf
AMC,82,82OT4,19.6,91763,NHTSA (2010),US DOT NHTSA (2010) October 2010 Summary of Fuel Economy Performance,http://www.nhtsa.gov/staticfiles/rulemaking/pdf/cafe/Oct2010_Summary_Report.pdf
AMSC-RENAULT,82,82IP,32.9,37054,NHTSA (2010),US DOT NHTSA (2010) October 2010 Summary of Fuel Economy Performance,http://www.nhtsa.gov/staticfiles/rulemaking/pdf/cafe/Oct2010_Summary_Report.pdf
BMW,82,82IP,26.9,37841,NHTSA (2010),US DOT NHTSA (2010) October 2010 Summary of Fuel Economy Performance,http://www.nhtsa.gov/staticfiles/rulemaking/pdf/cafe/Oct2010_Summary_Report.pdf
CHRYSLER,82,82DP,27.6,609184,NHTSA (2010),US DOT NHTSA (2010) October 2010 Summary of Fuel Economy Performance,http://www.nhtsa.gov/staticfiles/rulemaking/pdf/cafe/Oct2010_Summary_Report.pdf
CHRYSLER,82,82OT,18.7,176446,NHTSA (2010),US DOT NHTSA (2010) October 2010 Summary of Fuel Economy Performance,http://www.nhtsa.gov/staticfiles/rulemaking/pdf/cafe/Oct2010_Summary_Report.pdf
CHRYSLER,82,82IP,33.6,93428,NHTSA (2010),US DOT NHTSA (2010) October 2010 Summary of Fuel Economy Performance,http://www.nhtsa.gov/staticfiles/rulemaking/pdf/cafe/Oct2010_Summary_Report.pdf
CHRYSLER,82,82IT2,26.8,26689,NHTSA (2010),US DOT NHTSA (2010) October 2010 Summary of Fuel Economy Performance,http://www.nhtsa.gov/staticfiles/rulemaking/pdf/cafe/Oct2010_Summary_Report.pdf
CHRYSLER,82,82IT4,23.5,13060,NHTSA (2010),US DOT NHTSA (2010) October 2010 Summary of Fuel Economy Performance,http://www.nhtsa.gov/staticfiles/rulemaking/pdf/cafe/Oct2010_Summary_Report.pdf
FIAT,82,82IP,26.1,10273,NHTSA (2010),US DOT NHTSA (2010) October 2010 Summary of Fuel Economy Performance,http://www.nhtsa.gov/staticfiles/rulemaking/pdf/cafe/Oct2010_Summary_Report.pdf
FORD,82,82DP,25,1373700,NHTSA (2010),US DOT NHTSA (2010) October 2010 Summary of Fuel Economy Performance,http://www.nhtsa.gov/staticfiles/rulemaking/pdf/cafe/Oct2010_Summary_Report.pdf
FORD,82,82OT,17.1,486176,NHTSA (2010),US DOT NHTSA (2010) October 2010 Summary of Fuel Economy Performance,http://www.nhtsa.gov/staticfiles/rulemaking/pdf/cafe/Oct2010_Summary_Report.pdf
FORD,82,82IP,34.9,713,NHTSA (2010),US DOT NHTSA (2010) October 2010 Summary of Fuel Economy Performance,http://www.nhtsa.gov/staticfiles/rulemaking/pdf/cafe/Oct2010_Summary_Report.pdf
FORD,82,82IT,27.7,24814,NHTSA (2010),US DOT NHTSA (2010) October 2010 Summary of Fuel Economy Performance,http://www.nhtsa.gov/staticfiles/rulemaking/pdf/cafe/Oct2010_Summary_Report.pdf
GM,82,82DP,24.6,3402306,NHTSA (2010),US DOT NHTSA (2010) October 2010 Summary of Fuel Economy Performance,http://www.nhtsa.gov/staticfiles/rulemaking/pdf/cafe/Oct2010_Summary_Report.pdf
GM,82,82OT2,21.1,654648,NHTSA (2010),US DOT NHTSA (2010) October 2010 Summary of Fuel Economy Performance,http://www.nhtsa.gov/staticfiles/rulemaking/pdf/cafe/Oct2010_Summary_Report.pdf
GM,82,82OT4,19,91984,NHTSA (2010),US DOT NHTSA (2010) October 2010 Summary of Fuel Economy Performance,http://www.nhtsa.gov/staticfiles/rulemaking/pdf/cafe/Oct2010_Summary_Report.pdf
GM,82,82IT2,36.1,2299,NHTSA (2010),US DOT NHTSA (2010) October 2010 Summary of Fuel Economy Performance,http://www.nhtsa.gov/staticfiles/rulemaking/pdf/cafe/Oct2010_Summary_Report.pdf
GM,82,82IT4,31,1494,NHTSA (2010),US DOT NHTSA (2010) October 2010 Summary of Fuel Economy Performance,http://www.nhtsa.gov/staticfiles/rulemaking/pdf/cafe/Oct2010_Summary_Report.pdf
HONDA,82,82IP,33.9,353607,NHTSA (2010),US DOT NHTSA (2010) October 2010 Summary of Fuel Economy Performance,http://www.nhtsa.gov/staticfiles/rulemaking/pdf/cafe/Oct2010_Summary_Report.pdf
ISUZU,82,82IP,38.1,14713,NHTSA (2010),US DOT NHTSA (2010) October 2010 Summary of Fuel Economy Performance,http://www.nhtsa.gov/staticfiles/rulemaking/pdf/cafe/Oct2010_Summary_Report.pdf
ISUZU,82,82OT2,35,14786,NHTSA (2010),US DOT NHTSA (2010) October 2010 Summary of Fuel Economy Performance,http://www.nhtsa.gov/staticfiles/rulemaking/pdf/cafe/Oct2010_Summary_Report.pdf
ISUZU,82,82OT4,29.4,2609,NHTSA (2010),US DOT NHTSA (2010) October 2010 Summary of Fuel Economy Performance,http://www.nhtsa.gov/staticfiles/rulemaking/pdf/cafe/Oct2010_Summary_Report.pdf
JAGUAR,82,82IP,19,9041,NHTSA (2010),US DOT NHTSA (2010) October 2010 Summary of Fuel Economy Performance,http://www.nhtsa.gov/staticfiles/rulemaking/pdf/cafe/Oct2010_Summary_Report.pdf
MASERATI,82,82IP,10.1,313,NHTSA (2010),US DOT NHTSA (2010) October 2010 Summary of Fuel Economy Performance,http://www.nhtsa.gov/staticfiles/rulemaking/pdf/cafe/Oct2010_Summary_Report.pdf
MAZDA,82,82IP,29.8,182554,NHTSA (2010),US DOT NHTSA (2010) October 2010 Summary of Fuel Economy Performance,http://www.nhtsa.gov/staticfiles/rulemaking/pdf/cafe/Oct2010_Summary_Report.pdf
MAZDA,82,82OT,31.6,29542,NHTSA (2010),US DOT NHTSA (2010) October 2010 Summary of Fuel Economy Performance,http://www.nhtsa.gov/staticfiles/rulemaking/pdf/cafe/Oct2010_Summary_Report.pdf
MERCEDES,82,82IP,26.6,63199,NHTSA (2010),US DOT NHTSA (2010) October 2010 Summary of Fuel Economy Performance,http://www.nhtsa.gov/staticfiles/rulemaking/pdf/cafe/Oct2010_Summary_Report.pdf
NISSAN,82,82IP,31.2,482505,NHTSA (2010),US DOT NHTSA (2010) October 2010 Summary of Fuel Economy Performance,http://www.nhtsa.gov/staticfiles/rulemaking/pdf/cafe/Oct2010_Summary_Report.pdf
NISSAN,82,82OT2,29.2,99003,NHTSA (2010),US DOT NHTSA (2010) October 2010 Summary of Fuel Economy Performance,http://www.nhtsa.gov/staticfiles/rulemaking/pdf/cafe/Oct2010_Summary_Report.pdf
NISSAN,82,82OT4,24.1,31531,NHTSA (2010),US DOT NHTSA (2010) October 2010 Summary of Fuel Economy Performance,http://www.nhtsa.gov/staticfiles/rulemaking/pdf/cafe/Oct2010_Summary_Report.pdf
PEUGEOT,82,82IP,28,12687,NHTSA (2010),US DOT NHTSA (2010) October 2010 Summary of Fuel Economy Performance,http://www.nhtsa.gov/staticfiles/rulemaking/pdf/cafe/Oct2010_Summary_Report.pdf
ROLLS ROYCE,82,82IP,11,1160,NHTSA (2010),US DOT NHTSA (2010) October 2010 Summary of Fuel Economy Performance,http://www.nhtsa.gov/staticfiles/rulemaking/pdf/cafe/Oct2010_Summary_Report.pdf
SAAB,82,82IP,24.6,17324,NHTSA (2010),US DOT NHTSA (2010) October 2010 Summary of Fuel Economy Performance,http://www.nhtsa.gov/staticfiles/rulemaking/pdf/cafe/Oct2010_Summary_Report.pdf
SUBARU,82,82IP,32,156514,NHTSA (2010),US DOT NHTSA (2010) October 2010 Summary of Fuel Economy Performance,http://www.nhtsa.gov/staticfiles/rulemaking/pdf/cafe/Oct2010_Summary_Report.pdf
SUZUKI,82,82OT4,24.9,2977,NHTSA (2010),US DOT NHTSA (2010) October 2010 Summary of Fuel Economy Performance,http://www.nhtsa.gov/staticfiles/rulemaking/pdf/cafe/Oct2010_Summary_Report.pdf
TOYOTA,82,82IP,30.9,542336,NHTSA (2010),US DOT NHTSA (2010) October 2010 Summary of Fuel Economy Performance,http://www.nhtsa.gov/staticfiles/rulemaking/pdf/cafe/Oct2010_Summary_Report.pdf
TOYOTA,82,82OT2,26.9,98530,NHTSA (2010),US DOT NHTSA (2010) October 2010 Summary of Fuel Economy Performance,http://www.nhtsa.gov/staticfiles/rulemaking/pdf/cafe/Oct2010_Summary_Report.pdf
TOYOTA,82,82OT4,22.6,59671,NHTSA (2010),US DOT NHTSA (2010) October 2010 Summary of Fuel Economy Performance,http://www.nhtsa.gov/staticfiles/rulemaking/pdf/cafe/Oct2010_Summary_Report.pdf
VOLVO,82,82IP,25,70017,NHTSA (2010),US DOT NHTSA (2010) October 2010 Summary of Fuel Economy Performance,http://www.nhtsa.gov/staticfiles/rulemaking/pdf/cafe/Oct2010_Summary_Report.pdf
VW,82,82IP,33.4,221959,NHTSA (2010),US DOT NHTSA (2010) October 2010 Summary of Fuel Economy Performance,http://www.nhtsa.gov/staticfiles/rulemaking/pdf/cafe/Oct2010_Summary_Report.pdf
VW,82,82OT,27.8,29253,NHTSA (2010),US DOT NHTSA (2010) October 2010 Summary of Fuel Economy Performance,http://www.nhtsa.gov/staticfiles/rulemaking/pdf/cafe/Oct2010_Summary_Report.pdf
ALFA-ROMEO,83,83IP,25.8,2143,NHTSA (2010),US DOT NHTSA (2010) October 2010 Summary of Fuel Economy Performance,http://www.nhtsa.gov/staticfiles/rulemaking/pdf/cafe/Oct2010_Summary_Report.pdf
AMC,83,83DP,24.5,23623,NHTSA (2010),US DOT NHTSA (2010) October 2010 Summary of Fuel Economy Performance,http://www.nhtsa.gov/staticfiles/rulemaking/pdf/cafe/Oct2010_Summary_Report.pdf
AMC,83,83OT2,23.3,12621,NHTSA (2010),US DOT NHTSA (2010) October 2010 Summary of Fuel Economy Performance,http://www.nhtsa.gov/staticfiles/rulemaking/pdf/cafe/Oct2010_Summary_Report.pdf
AMC,83,83OT4,19.3,101194,NHTSA (2010),US DOT NHTSA (2010) October 2010 Summary of Fuel Economy Performance,http://www.nhtsa.gov/staticfiles/rulemaking/pdf/cafe/Oct2010_Summary_Report.pdf
AMSC-RENAULT,83,83IP,35.7,160376,NHTSA (2010),US DOT NHTSA (2010) October 2010 Summary of Fuel Economy Performance,http://www.nhtsa.gov/staticfiles/rulemaking/pdf/cafe/Oct2010_Summary_Report.pdf
BERTONE,83,83IP,29.7,1064,NHTSA (2010),US DOT NHTSA (2010) October 2010 Summary of Fuel Economy Performance,http://www.nhtsa.gov/staticfiles/rulemaking/pdf/cafe/Oct2010_Summary_Report.pdf
BMW,83,83IP,26.2,49814,NHTSA (2010),US DOT NHTSA (2010) October 2010 Summary of Fuel Economy Performance,http://www.nhtsa.gov/staticfiles/rulemaking/pdf/cafe/Oct2010_Summary_Report.pdf
CHRYSLER,83,83DP,26.9,747748,NHTSA (2010),US DOT NHTSA (2010) October 2010 Summary of Fuel Economy Performance,http://www.nhtsa.gov/staticfiles/rulemaking/pdf/cafe/Oct2010_Summary_Report.pdf
CHRYSLER,83,83OT,17.6,186294,NHTSA (2010),US DOT NHTSA (2010) October 2010 Summary of Fuel Economy Performance,http://www.nhtsa.gov/staticfiles/rulemaking/pdf/cafe/Oct2010_Summary_Report.pdf
CHRYSLER,83,83IP,34.5,84002,NHTSA (2010),US DOT NHTSA (2010) October 2010 Summary of Fuel Economy Performance,http://www.nhtsa.gov/staticfiles/rulemaking/pdf/cafe/Oct2010_Summary_Report.pdf
CHRYSLER,83,83IT2,29.1,17080,NHTSA (2010),US DOT NHTSA (2010) October 2010 Summary of Fuel Economy Performance,http://www.nhtsa.gov/staticfiles/rulemaking/pdf/cafe/Oct2010_Summary_Report.pdf
CHRYSLER,83,83IT4,26.7,7168,NHTSA (2010),US DOT NHTSA (2010) October 2010 Summary of Fuel Economy Performance,http://www.nhtsa.gov/staticfiles/rulemaking/pdf/cafe/Oct2010_Summary_Report.pdf
FERRARI,83,83IP,13.5,626,NHTSA (2010),US DOT NHTSA (2010) October 2010 Summary of Fuel Economy Performance,http://www.nhtsa.gov/staticfiles/rulemaking/pdf/cafe/Oct2010_Summary_Report.pdf
FORD,83,83DP,24.3,1287328,NHTSA (2010),US DOT NHTSA (2010) October 2010 Summary of Fuel Economy Performance,http://www.nhtsa.gov/staticfiles/rulemaking/pdf/cafe/Oct2010_Summary_Report.pdf
FORD,83,83OT2,19.7,580536,NHTSA (2010),US DOT NHTSA (2010) October 2010 Summary of Fuel Economy Performance,http://www.nhtsa.gov/staticfiles/rulemaking/pdf/cafe/Oct2010_Summary_Report.pdf
FORD,83,83OT4,17.2,148773,NHTSA (2010),US DOT NHTSA (2010) October 2010 Summary of Fuel Economy Performance,http://www.nhtsa.gov/staticfiles/rulemaking/pdf/cafe/Oct2010_Summary_Report.pdf
FORD,83,83IP,36,721,NHTSA (2010),US DOT NHTSA (2010) October 2010 Summary of Fuel Economy Performance,http://www.nhtsa.gov/staticfiles/rulemaking/pdf/cafe/Oct2010_Summary_Report.pdf
FORD,83,83IT,31.1,228,NHTSA (2010),US DOT NHTSA (2010) October 2010 Summary of Fuel Economy Performance,http://www.nhtsa.gov/staticfiles/rulemaking/pdf/cafe/Oct2010_Summary_Report.pdf
GM,83,83DP,24,3503997,NHTSA (2010),US DOT NHTSA (2010) October 2010 Summary of Fuel Economy Performance,http://www.nhtsa.gov/staticfiles/rulemaking/pdf/cafe/Oct2010_Summary_Report.pdf
GM,83,83OT2,20.5,607363,NHTSA (2010),US DOT NHTSA (2010) October 2010 Summary of Fuel Economy Performance,http://www.nhtsa.gov/staticfiles/rulemaking/pdf/cafe/Oct2010_Summary_Report.pdf
GM,83,83OT4,20.5,237695,NHTSA (2010),US DOT NHTSA (2010) October 2010 Summary of Fuel Economy Performance,http://www.nhtsa.gov/staticfiles/rulemaking/pdf/cafe/Oct2010_Summary_Report.pdf
GRUMMAN,83,83DP,47.4,91,NHTSA (2010),US DOT NHTSA (2010) October 2010 Summary of Fuel Economy Performance,http://www.nhtsa.gov/staticfiles/rulemaking/pdf/cafe/Oct2010_Summary_Report.pdf
HONDA,83,83IP,36,401744,NHTSA (2010),US DOT NHTSA (2010) October 2010 Summary of Fuel Economy Performance,http://www.nhtsa.gov/staticfiles/rulemaking/pdf/cafe/Oct2010_Summary_Report.pdf
ISUZU,83,83IP,31.4,15313,NHTSA (2010),US DOT NHTSA (2010) October 2010 Summary of Fuel Economy Performance,http://www.nhtsa.gov/staticfiles/rulemaking/pdf/cafe/Oct2010_Summary_Report.pdf
ISUZU,83,83OT2,35.7,15008,NHTSA (2010),US DOT NHTSA (2010) October 2010 Summary of Fuel Economy Performance,http://www.nhtsa.gov/staticfiles/rulemaking/pdf/cafe/Oct2010_Summary_Report.pdf
ISUZU,83,83OT4,29.6,3015,NHTSA (2010),US DOT NHTSA (2010) October 2010 Summary of Fuel Economy Performance,http://www.nhtsa.gov/staticfiles/rulemaking/pdf/cafe/Oct2010_Summary_Report.pdf
JAGUAR,83,83IP,19.2,12639,NHTSA (2010),US DOT NHTSA (2010) October 2010 Summary of Fuel Economy Performance,http://www.nhtsa.gov/staticfiles/rulemaking/pdf/cafe/Oct2010_Summary_Report.pdf
MASERATI,83,83IP,10.2,52,NHTSA (2010),US DOT NHTSA (2010) October 2010 Summary of Fuel Economy Performance,http://www.nhtsa.gov/staticfiles/rulemaking/pdf/cafe/Oct2010_Summary_Report.pdf
MAZDA,83,83IP,29.4,158300,NHTSA (2010),US DOT NHTSA (2010) October 2010 Summary of Fuel Economy Performance,http://www.nhtsa.gov/staticfiles/rulemaking/pdf/cafe/Oct2010_Summary_Report.pdf
MAZDA,83,83OT,30.6,65206,NHTSA (2010),US DOT NHTSA (2010) October 2010 Summary of Fuel Economy Performance,http://www.nhtsa.gov/staticfiles/rulemaking/pdf/cafe/Oct2010_Summary_Report.pdf
MERCEDES,83,83IP,27.2,71071,NHTSA (2010),US DOT NHTSA (2010) October 2010 Summary of Fuel Economy Performance,http://www.nhtsa.gov/staticfiles/rulemaking/pdf/cafe/Oct2010_Summary_Report.pdf
MITSUBISHI,83,83IP,30.8,35253,NHTSA (2010),US DOT NHTSA (2010) October 2010 Summary of Fuel Economy Performance,http://www.nhtsa.gov/staticfiles/rulemaking/pdf/cafe/Oct2010_Summary_Report.pdf
MITSUBISHI,83,83OT2,29.9,5513,NHTSA (2010),US DOT NHTSA (2010) October 2010 Summary of Fuel Economy Performance,http://www.nhtsa.gov/staticfiles/rulemaking/pdf/cafe/Oct2010_Summary_Report.pdf
MITSUBISHI,83,83OT4,25.1,3248,NHTSA (2010),US DOT NHTSA (2010) October 2010 Summary of Fuel Economy Performance,http://www.nhtsa.gov/staticfiles/rulemaking/pdf/cafe/Oct2010_Summary_Report.pdf
NISSAN,83,83IP,33.4,503567,NHTSA (2010),US DOT NHTSA (2010) October 2010 Summary of Fuel Economy Performance,http://www.nhtsa.gov/staticfiles/rulemaking/pdf/cafe/Oct2010_Summary_Report.pdf
NISSAN,83,83OT2,28.7,75900,NHTSA (2010),US DOT NHTSA (2010) October 2010 Summary of Fuel Economy Performance,http://www.nhtsa.gov/staticfiles/rulemaking/pdf/cafe/Oct2010_Summary_Report.pdf
NISSAN,83,83OT4,24,24663,NHTSA (2010),US DOT NHTSA (2010) October 2010 Summary of Fuel Economy Performance,http://www.nhtsa.gov/staticfiles/rulemaking/pdf/cafe/Oct2010_Summary_Report.pdf
PEUGEOT,83,83IP,25.6,11797,NHTSA (2010),US DOT NHTSA (2010) October 2010 Summary of Fuel Economy Performance,http://www.nhtsa.gov/staticfiles/rulemaking/pdf/cafe/Oct2010_Summary_Report.pdf
PININFARINA,83,83IP,29.5,1072,NHTSA (2010),US DOT NHTSA (2010) October 2010 Summary of Fuel Economy Performance,http://www.nhtsa.gov/staticfiles/rulemaking/pdf/cafe/Oct2010_Summary_Report.pdf
ROLLS ROYCE,83,83IP,11.2,447,NHTSA (2010),US DOT NHTSA (2010) October 2010 Summary of Fuel Economy Performance,http://www.nhtsa.gov/staticfiles/rulemaking/pdf/cafe/Oct2010_Summary_Report.pdf
SAAB,83,83IP,26.6,23273,NHTSA (2010),US DOT NHTSA (2010) October 2010 Summary of Fuel Economy Performance,http://www.nhtsa.gov/staticfiles/rulemaking/pdf/cafe/Oct2010_Summary_Report.pdf
